Date,Open,High,Low,Close,Volume
15/05/2024,16601.14,16749.74,16544.09,16742.39,8538.99
14/05/2024,16391.16,16526.27,16386.43,16511.18,7270.24
13/05/2024,16400.31,16407.05,16334.86,16388.24,4452.75
10/05/2024,16389.02,16437.39,16293.52,16340.87,4402.11
09/05/2024,16323.74,16362.79,16241.98,16346.26,4505.12
08/05/2024,16226.07,16341.65,16226.07,16302.76,4530.19
07/05/2024,16358.34,16397.39,16303.84,16332.56,5041.87
06/05/2024,16208.54,16350.08,16197.86,16349.25,4460.13
03/05/2024,16147.48,16204.71,16068.34,16156.33,4887.31
02/05/2024,15758.11,15862.79,15604.73,15840.96,4901.61
01/05/2024,15646.09,15926.22,15557.64,15605.48,5277.79
30/04/2024,15920.89,15979.36,15655.67,15657.82,5229.4
29/04/2024,16007,16021.49,15885.89,15983.08,4972.52
26/04/2024,15821.34,15981,15770.72,15927.9,4694.4
25/04/2024,15375.26,15644.51,15343.91,15611.76,4743.64
24/04/2024,15805.6,15839,15634.44,15712.75,4735.87
23/04/2024,15525.55,15730.35,15510.59,15696.64,4951.67
22/04/2024,15396.13,15539,15265.66,15451.31,4616.73
19/04/2024,15547.1,15576.7,15222.78,15282.01,5316.01
18/04/2024,15705.69,15786.12,15587.5,15601.5,4932.54
17/04/2024,15942.29,15957.03,15654.51,15683.37,4991.47
16/04/2024,15856.38,15965.79,15822.02,15865.25,5001.86
15/04/2024,16276.47,16295.27,15863.88,15885.02,4910.55
12/04/2024,16293.03,16341.46,16125.33,16175.09,4552.74
11/04/2024,16236.2,16464.6,16154.65,16442.2,4714.75
10/04/2024,16104.01,16200.1,16092.02,16170.36,5308.25
09/04/2024,16328.76,16348.18,16141.15,16306.64,4869.19
08/04/2024,16285.18,16323.6,16220.72,16253.96,4386.7
05/04/2024,16095.4,16326.5,16080.48,16248.52,4578.13
04/04/2024,16418.57,16468.04,16046.56,16049.08,5368.7
03/04/2024,16178.8,16340.74,16169.31,16277.46,5151.5
02/04/2024,16199.24,16251.41,16137.24,16240.45,4710.28
01/04/2024,16397.05,16490.65,16327.89,16396.83,4798.39
28/03/2024,16377.23,16420.92,16347.38,16379.46,5174.45
27/03/2024,16424.76,16431.82,16279.17,16399.52,4768.93
26/03/2024,16446.85,16476.38,16312.95,16315.7,5144.26
25/03/2024,16335.3,16441.17,16315.72,16384.47,4636.94
22/03/2024,16387.83,16467.62,16361,16428.82,4339.93
21/03/2024,16517.24,16538.86,16393.9,16401.84,5134.74
20/03/2024,16185.76,16377.44,16127.48,16369.41,5298.38
19/03/2024,16031.93,16175.59,15951.86,16166.79,4758.74
18/03/2024,16154.92,16247.59,16094.17,16103.45,5025.04
15/03/2024,16043.58,16055.33,15925.91,15973.17,8261.95
14/03/2024,16209.19,16245.32,16039.68,16128.53,5450.98
13/03/2024,16220.11,16233.3,16143.34,16177.77,4839
12/03/2024,16116.98,16275.45,15992.98,16265.64,5100.33
11/03/2024,16052.63,16085.95,15978.04,16019.27,4917.62
08/03/2024,16322.1,16449.7,16059.5,16085.11,5411.79
07/03/2024,16147.32,16309.02,16096.01,16273.38,5072.79
06/03/2024,16092,16128.56,15956.66,16031.54,5511.37
05/03/2024,16077.74,16087.57,15862.63,15939.59,6356.8
04/03/2024,16264.21,16289.06,16199.06,16207.51,5725.47
01/03/2024,16109.83,16302.24,16096.6,16274.94,5457.91
29/02/2024,16059.34,16115.96,15931.7,16091.92,6265.34
28/02/2024,15969.14,16003.56,15924.72,15947.74,5581.69
27/02/2024,16013.98,16046.1,15940.51,16035.3,5423.02
26/02/2024,16014.45,16054.9,15973.9,15976.25,5417.63
23/02/2024,16094.8,16134.22,15954.5,15996.82,5077.91
22/02/2024,15904.48,16061.82,15869.24,16041.62,5653.93
21/02/2024,15532.12,15583.68,15451.65,15580.87,4845.74
20/02/2024,15679.84,15730.47,15508.5,15630.78,5595.7
16/02/2024,15910.43,15917.41,15752.02,15775.65,5223.8
15/02/2024,15865.3,15911.22,15779.72,15906.17,6049.1
14/02/2024,15781.71,15865.51,15683.94,15859.15,5092.66
13/02/2024,15598.88,15770.42,15551.44,15655.6,5599.86
12/02/2024,15980.62,16080.07,15917.87,15942.55,5458.49
09/02/2024,15842.38,16007.29,15831.76,15990.66,5797.26
08/02/2024,15762.23,15813.27,15739.18,15793.71,5675.85
07/02/2024,15690.35,15770.68,15645.81,15756.64,4567.58
06/02/2024,15638.19,15652.75,15515.25,15609,4759.64
05/02/2024,15613.99,15637.88,15471.68,15597.68,4831.02
02/02/2024,15403.16,15664.21,15366.78,15628.95,4800.69
01/02/2024,15254.02,15372.13,15208.88,15361.64,5046.92
31/01/2024,15324.19,15405.56,15158.49,15164.01,5875.61
30/01/2024,15604.08,15619.23,15484.67,15509.9,4719.24
29/01/2024,15470.66,15630.58,15449.87,15628.04,4979.31
26/01/2024,15474.85,15538.84,15433.04,15455.36,4510.53
25/01/2024,15555.62,15597.25,15430.68,15510.5,5281.57
24/01/2024,15560.61,15629.07,15468.91,15481.92,4983.21
23/01/2024,15391.41,15432.35,15337.23,15425.94,5207.68
22/01/2024,15393.05,15438.85,15333.63,15360.29,5456.24
19/01/2024,15122.38,15310.97,15087.2,15310.97,5604.95
18/01/2024,14994.52,15066.81,14911.11,15055.65,5587.44
17/01/2024,14814.77,14865.76,14706.23,14855.62,5181.74
16/01/2024,14908.26,15004.35,14863.81,14944.35,6386.18
12/01/2024,15001.01,15047.25,14931.88,14972.76,4958.94
11/01/2024,15020.95,15063.61,14800.38,14970.19,5044.69
10/01/2024,14877.7,14998.2,14842.7,14969.65,4404.59
09/01/2024,14744.13,14894.32,14716.71,14857.71,5068.41
08/01/2024,14564.47,14846.9,14560.2,14843.77,6337.77
05/01/2024,14500.11,14625.19,14477.57,14524.07,5232.82
04/01/2024,14532.23,14632.77,14504.78,14510.3,5289.22
03/01/2024,14641.47,14694.58,14577.44,14592.21,5449.95
02/01/2024,14873.7,14887.8,14682.38,14765.94,5791.17
29/12/2023,15099.2,15111.41,14955.37,15011.35,5441.06
28/12/2023,15142.09,15150.07,15087.22,15095.14,5090.57
27/12/2023,15089.66,15114.08,15051.67,15099.18,7480.17
26/12/2023,15028.69,15101.18,15024.06,15074.57,6120.6
22/12/2023,15006.18,15047.19,14927.12,14992.97,4796.6
21/12/2023,14923.14,14970.81,14837.47,14963.87,5465.64
20/12/2023,14973.36,15069.29,14776.29,14777.94,6294.7
19/12/2023,14923.02,15003.8,14921.6,15003.22,5757.18
18/12/2023,14814.02,14938.04,14811.82,14904.81,5866.08
15/12/2023,14797.46,14848.4,14753.16,14813.92,8377.63
14/12/2023,14798.72,14855.62,14642.23,14761.56,8033.17
13/12/2023,14555.68,14743.55,14517.52,14733.96,6732.04
12/12/2023,14423.01,14533.4,14385.39,14533.4,4950.1
11/12/2023,14340.13,14436.08,14324.57,14432.49,5607.82
08/12/2023,14279.46,14416.92,14264.96,14403.97,5430.84
07/12/2023,14230.43,14353.11,14220.87,14339.99,5694.31
06/12/2023,14325.62,14327.63,14138.51,14146.71,5167.03
05/12/2023,14126.4,14285.66,14121.76,14229.91,6179.12
04/12/2023,14168.66,14197.52,14058.52,14185.49,6270.02
01/12/2023,14181.35,14311.95,14135,14305.03,5607
30/11/2023,14265.05,14289.2,14127.05,14226.22,5678.07
29/11/2023,14367.11,14423.22,14247.89,14258.49,4890.22
28/11/2023,14224.63,14303.66,14195.72,14281.76,4474.4
27/11/2023,14239.31,14305.71,14205.24,14241.02,4205.88
24/11/2023,14238.04,14270.28,14214.13,14250.85,2541.84
22/11/2023,14283.82,14359.61,14226.63,14265.86,3855.24
21/11/2023,14217.23,14237.5,14146.31,14199.98,4128.6
20/11/2023,14134.75,14309.8,14134.2,14284.53,4561.81
17/11/2023,14101.44,14154.32,14063.93,14125.48,4408.64
16/11/2023,14066.88,14130.45,14033.79,14113.67,4545.18
15/11/2023,14147.27,14194.36,14060.7,14103.84,5063.83
14/11/2023,14015.37,14124.06,14003.14,14094.38,5332.49
13/11/2023,13745.96,13805.11,13687.78,13767.74,4349.59
10/11/2023,13571.19,13802.53,13556.35,13798.11,4722.14
09/11/2023,13693.7,13697.82,13506.02,13521.45,5313.97
08/11/2023,13660.22,13684.87,13573.58,13650.41,4685.55
07/11/2023,13555.79,13675.46,13516.56,13639.86,4354.46
06/11/2023,13514.08,13551.62,13435.99,13518.78,4345.85
03/11/2023,13362.85,13520.28,13344.73,13478.28,4918.75
02/11/2023,13230.49,13302.18,13177.64,13294.19,4962.95
01/11/2023,12887.06,13072.42,12875.2,13061.47,4545.12
31/10/2023,12786.62,12859.4,12697.04,12851.24,4315.63
30/10/2023,12750.47,12842.96,12691.56,12789.48,4149.32
27/10/2023,12718.69,12772.43,12600.57,12643.01,4172.1
26/10/2023,12768.97,12818.14,12543.86,12595.61,4894.9
25/10/2023,13039.86,13042.52,12804.3,12821.22,4599.85
24/10/2023,13084.99,13170.39,13022.85,13139.87,4604.72
23/10/2023,12930.85,13143.22,12848.83,13018.33,4669.06
20/10/2023,13157.77,13177.35,12977.43,12983.81,4622.84
19/10/2023,13354.8,13404.73,13157.33,13186.18,5014.79
18/10/2023,13439.68,13499.74,13275.3,13314.3,4617.14
17/10/2023,13419.87,13602.25,13364.74,13533.75,4417.64
16/10/2023,13453.81,13598.05,13447.17,13567.98,4308.69
13/10/2023,13613.59,13619.54,13361.85,13407.23,4251.55
12/10/2023,13672.47,13714.14,13491.56,13574.22,4858.62
11/10/2023,13619.21,13671.11,13549.29,13659.68,4160.44
10/10/2023,13505.81,13659.63,13491.81,13562.84,4301.35
09/10/2023,13326.22,13509.3,13277.48,13484.24,3835.93
06/10/2023,13127.68,13472.27,13099.03,13431.34,4309.42
05/10/2023,13228.12,13251.18,13087.57,13219.83,4167.47
04/10/2023,13092.92,13258.76,13072.51,13236.01,4308.07
03/10/2023,13229.68,13280.04,13008.6,13059.47,4684.31
02/10/2023,13217.98,13364.03,13204.08,13307.77,4554.7
29/09/2023,13337.71,13382.98,13177.09,13219.32,5138.5
28/09/2023,13043.37,13270.97,13025.11,13201.28,4648.39
27/09/2023,13115.36,13156.37,12963.16,13092.85,4841.41
26/09/2023,13180.96,13199.13,13033.4,13063.61,4693.54
25/09/2023,13172.54,13277.83,13132,13271.32,4100.29
22/09/2023,13287.17,13353.22,13200.64,13211.81,4302.7
21/09/2023,13328.06,13362.23,13222.56,13223.98,5014.89
20/09/2023,13710.26,13727.81,13467.28,13469.13,4782.44
19/09/2023,13649.44,13705.15,13578.87,13678.19,4453.46
18/09/2023,13669.96,13751.28,13663.46,13710.24,4855.88
15/09/2023,13889.2,13895.75,13684.24,13708.33,8162.21
14/09/2023,13889.76,13957.57,13810.66,13926.05,4649.01
13/09/2023,13773.67,13868.57,13733.82,13813.59,4840.31
12/09/2023,13858.94,13913.6,13763.69,13773.61,4595.49
11/09/2023,13884.03,13937.47,13805.13,13917.89,4538.87
08/09/2023,13754.71,13843.37,13733.18,13761.53,4160.36
07/09/2023,13675.11,13774.63,13642.47,13748.83,4320.83
06/09/2023,13988.81,14001.95,13802.42,13872.47,4215.32
05/09/2023,13994.54,14060.85,13945.65,14020.95,4379.79
01/09/2023,14129.96,14149.62,13982.42,14031.81,4033.96
31/08/2023,14041.54,14114.67,14010.48,14034.97,4568.61
30/08/2023,13961.77,14050.82,13924.2,14019.31,4364.6
29/08/2023,13687.23,13959.81,13677.06,13943.76,4748.18
28/08/2023,13695.36,13735.98,13626.64,13705.13,3666.68
25/08/2023,13514.37,13633.42,13376.35,13590.65,3970.06
24/08/2023,13834.31,13834.69,13462.84,13463.97,4383.82
23/08/2023,13532.43,13757,13532.43,13721.03,4127.85
22/08/2023,13593.95,13598.77,13484.38,13505.87,4282.43
21/08/2023,13347.26,13516.86,13325.59,13497.59,4363.07
18/08/2023,13190.02,13335.87,13161.76,13290.78,4801.91
17/08/2023,13527.3,13535.09,13303.45,13316.93,5280.18
16/08/2023,13593.17,13644.32,13473.03,13474.63,6243.76
15/08/2023,13760.48,13774.98,13611.94,13631.05,4473.32
14/08/2023,13599,13789.16,13582.49,13788.33,4272.02
11/08/2023,13633.65,13720.33,13609.98,13644.85,4638.88
10/08/2023,13818.25,13947.16,13686.51,13737.99,5299.08
09/08/2023,13897.61,13898.54,13698.39,13722.02,5591.36
08/08/2023,13875.45,13899.74,13769.34,13884.32,5284.55
07/08/2023,13972.45,13997.15,13864.92,13994.4,4892.33
04/08/2023,14025.96,14119.22,13897.93,13909.24,5349.45
03/08/2023,13899.76,14032.28,13881.35,13959.72,6036.97
02/08/2023,14132.73,14133.85,13914.81,13973.45,5481.96
01/08/2023,14274.93,14309.21,14215.64,14283.91,4633.77
31/07/2023,14337.9,14370.91,14292.75,14346.02,4934.44
28/07/2023,14199.83,14344.35,14188.1,14316.66,4453.52
27/07/2023,14319.16,14360.2,14006.93,14050.11,5115.84
26/07/2023,14123.52,14187.35,14041.95,14127.28,4322
25/07/2023,14093.24,14201.91,14092.52,14144.56,3812.47
24/07/2023,14081.63,14110.15,13997.13,14058.87,4083.07
21/07/2023,14148.18,14179.01,14020.45,14032.81,5254.18
20/07/2023,14273.29,14309.92,14030.62,14063.31,5128.02
19/07/2023,14398.53,14446.55,14317.09,14358.02,5112.42
18/07/2023,14212.25,14396.69,14176.11,14353.64,4824.07
17/07/2023,14149.92,14274.41,14138.01,14244.95,4593.16
14/07/2023,14166.66,14232.11,14081.96,14113.7,5366.89
13/07/2023,14021.15,14163.8,14012.24,14138.57,5183.56
12/07/2023,13915.64,13963.45,13842.13,13918.96,5230.62
11/07/2023,13709.81,13774.83,13643.32,13760.7,4840.95
10/07/2023,13645.37,13692.41,13584.87,13685.48,5275.39
07/07/2023,13668.07,13804.51,13656.73,13660.72,5098.12
06/07/2023,13653.17,13689.52,13567.25,13679.04,6113.08
05/07/2023,13772.1,13844.5,13764.25,13791.65,5339.34
03/07/2023,13798.7,13839.09,13773.41,13816.77,2902.3
30/06/2023,13719.98,13816.68,13716.16,13787.92,4661.12
29/06/2023,13592.36,13618.53,13540.26,13591.33,4388.14
28/06/2023,13506.02,13654.14,13495.73,13591.75,4533.27
27/06/2023,13389.25,13578.8,13366.97,13555.67,5053.66
26/06/2023,13468.74,13573.57,13334.42,13335.78,4430.6
23/06/2023,13484.1,13572.19,13442.65,13492.52,7734.5
22/06/2023,13443.41,13631.85,13441.56,13630.61,4499.55
21/06/2023,13620.87,13638.57,13460.94,13502.2,5194.64
20/06/2023,13642.29,13711.18,13561.84,13667.29,5237.71
16/06/2023,13859.07,13864.06,13680.95,13689.57,8076.53
15/06/2023,13572.88,13828.17,13561.37,13782.82,5667.52
14/06/2023,13570.56,13661.74,13455.99,13626.48,5772.55
13/06/2023,13566.53,13594.4,13473.19,13573.32,5522.1
12/06/2023,13326.37,13465.91,13302.58,13461.92,4722.68
09/06/2023,13312.39,13385.95,13229.33,13259.14,4412.71
08/06/2023,13113.27,13248.6,13101.18,13238.52,4280.16
07/06/2023,13295.26,13361.9,13089.48,13104.9,5270.6
06/06/2023,13199.59,13306.21,13165.65,13276.42,4810.91
05/06/2023,13238.48,13330.65,13194.95,13229.43,4344.28
02/06/2023,13190.48,13256.21,13125.86,13240.77,4426.76
01/06/2023,12944.46,13141.83,12903.63,13100.98,4610.31
31/05/2023,12968.38,13029.08,12889.37,12935.29,5905.76
30/05/2023,13109.1,13154.29,12968.12,13017.43,4843.47
26/05/2023,12736.42,13001.91,12729.74,12975.69,4434.07
25/05/2023,12706.44,12736.92,12604.89,12698.09,4651.64
24/05/2023,12481.89,12529.63,12415.85,12484.16,4088.27
23/05/2023,12652.88,12709.74,12554.43,12560.25,4347.44
22/05/2023,12664.44,12756.23,12655.26,12720.78,4278.92
19/05/2023,12709.46,12731.73,12624.06,12657.9,3935.78
18/05/2023,12513.87,12698.5,12512.26,12688.84,4532.89
17/05/2023,12388.58,12514.07,12335.02,12500.57,4501.82
16/05/2023,12327.05,12403.81,12324.52,12343.05,4067.51
15/05/2023,12301.17,12376.4,12263.35,12365.21,3979.29
12/05/2023,12350.52,12364.65,12209.58,12284.74,4170
11/05/2023,12321.26,12347.38,12255.44,12328.51,4489.49
10/05/2023,12286.66,12337.69,12180.86,12306.44,4948.26
09/05/2023,12195.78,12216.13,12174.06,12179.55,4126.78
08/05/2023,12231.68,12264.99,12178.26,12256.92,4216.36
05/05/2023,12073.03,12264.83,12065.72,12235.41,4574.79
04/05/2023,11997.34,12033.15,11925.37,11966.4,4745.78
03/05/2023,12097.04,12212.55,12022.46,12025.33,5782.16
02/05/2023,12198.02,12206.58,12015.23,12080.51,5501.41
01/05/2023,12210.05,12261.32,12181.08,12212.6,5168.43
28/04/2023,12117.54,12227.72,12082.57,12226.58,5331.38
27/04/2023,11972.15,12154.01,11950.92,12142.24,5253.71
26/04/2023,11913.23,11967.99,11833.07,11854.35,5281.97
25/04/2023,11968.81,11990.46,11798.77,11799.16,4806.02
24/04/2023,12053.47,12103.58,11960.3,12037.2,4854.05
21/04/2023,12046.03,12097.15,11986.82,12072.46,4868.05
20/04/2023,12039.08,12155.96,12011.95,12059.56,4590.53
19/04/2023,12063.68,12191.1,12060.17,12157.23,4972.7
18/04/2023,12234.56,12245.43,12110.23,12153.41,4851.81
17/04/2023,12108.23,12159.02,12064.1,12157.72,4823.18
14/04/2023,12117.91,12205.72,12026.55,12123.47,4655.74
13/04/2023,11997.42,12178.8,11995.94,12166.27,4942.99
12/04/2023,12110.87,12134.5,11916.54,11929.34,4909.77
11/04/2023,12080.24,12091.27,12011.4,12031.88,4676.96
10/04/2023,11975.13,12084.95,11924.2,12084.36,4334.07
06/04/2023,11939.08,12098.5,11898.36,12087.96,3862.8
05/04/2023,12081.76,12086.75,11931.85,11996.86,4378.59
04/04/2023,12208.49,12224.68,12081.81,12126.33,4298.76
03/04/2023,12146.09,12196.34,12086.52,12189.45,4816.44
31/03/2023,12031.54,12227.93,12030.44,12221.91,5521.15
30/03/2023,12010.45,12044.79,11953.37,12013.47,4738.88
29/03/2023,11855.59,11941.6,11823.35,11926.24,4493.54
28/03/2023,11752.76,11752.76,11635.03,11716.08,4036.91
27/03/2023,11868.54,11903.21,11739.05,11768.84,4330.32
24/03/2023,11747.62,11826.23,11670.67,11823.96,4363.65
23/03/2023,11811.32,11962.69,11684.52,11787.4,4917.46
22/03/2023,11857.5,12013.99,11666.85,11669.96,4981.59
21/03/2023,11764.79,11879.16,11724.91,11860.11,4829.87
20/03/2023,11614.39,11695.55,11550.69,11675.54,4970.63
17/03/2023,11696.34,11773.11,11562.63,11630.51,7903.09
16/03/2023,11384.87,11733.8,11365.49,11717.28,5498.92
15/03/2023,11291.17,11447.9,11238.44,11434.05,5912.43
14/03/2023,11357.73,11467.02,11284.93,11428.15,5533.12
13/03/2023,11041.46,11326.73,10982.8,11188.84,6201.49
10/03/2023,11325.36,11373.81,11093.86,11138.89,6193.5
09/03/2023,11578.31,11667.12,11319.98,11338.35,5061.79
08/03/2023,11553.09,11601.23,11487.75,11576,5085.97
07/03/2023,11670.98,11705.96,11512.03,11530.33,5422.82
06/03/2023,11736.87,11827.92,11667.48,11675.74,4982.88
03/03/2023,11524.65,11699.63,11514.74,11689.01,5102.21
02/03/2023,11273.77,11487.59,11273.61,11462.98,5313.76
01/03/2023,11447.58,11479,11349.87,11379.48,4927.53
28/02/2023,11451.05,11548.23,11435.39,11455.54,5340.95
27/02/2023,11517.19,11565.23,11444.6,11466.98,4494
24/02/2023,11404.18,11434.36,11334.47,11394.94,4432.65
23/02/2023,11636.93,11638.98,11432.58,11590.4,4714.58
22/02/2023,11517.2,11582.52,11445.17,11507.07,4671.27
21/02/2023,11640.37,11684.14,11491.18,11492.3,5002.54
17/02/2023,11777.5,11803.22,11673.21,11787.27,4925.23
16/02/2023,11896.31,12040.34,11853.36,11855.83,5159.41
15/02/2023,11905.12,12071.29,11876.82,12070.59,5056.64
14/02/2023,11808.2,11999.85,11760.56,11960.15,5032.43
13/02/2023,11759.09,11910.92,11719.73,11891.79,4752.88
10/02/2023,11714.6,11775.8,11630.54,11718.12,4885.03
09/02/2023,12069.1,12070.96,11745.11,11789.58,5536.29
08/02/2023,12069.12,12096.39,11890.09,11910.52,5052.87
07/02/2023,11891.25,12150.22,11836.78,12113.79,5720.24
06/02/2023,11904.41,11973.41,11843.49,11887.45,5538.35
03/02/2023,11946.86,12231.31,11946.86,12006.95,5954.49
02/02/2023,12065.15,12269.55,12024.14,12200.82,7038.21
01/02/2023,11573.14,11904.02,11500.33,11816.32,6336.04
31/01/2023,11398.58,11586.01,11398.37,11584.55,5695.15
30/01/2023,11512.34,11553.31,11388.54,11393.81,5122.32
27/01/2023,11470.47,11691.89,11470.27,11621.71,6243.8
26/01/2023,11458.4,11516.05,11341.19,11512.41,5732.89
25/01/2023,11146.53,11334.22,11069.18,11313.36,5485.57
24/01/2023,11302.93,11378.15,11282.65,11334.27,5670.86
23/01/2023,11171.94,11405.5,11144.03,11364.41,5997.81
20/01/2023,10924.66,11143.17,10885.65,11140.43,5980.11
19/01/2023,10890.4,10932.52,10804.57,10852.27,4660.8
18/01/2023,11170.95,11223.41,10952.05,10957.01,5288.63
17/01/2023,11070,11145.44,11024.72,11095.11,5138.41
13/01/2023,10906.37,11084.01,10900.16,11079.16,5077.99
12/01/2023,10969.26,11027.75,10797.12,11001.1,5681.24
11/01/2023,10794.99,10932.44,10762.73,10931.67,5284.39
10/01/2023,10607.72,10743.67,10589.59,10742.63,4710.68
09/01/2023,10662.1,10807.26,10619.12,10635.65,5132.19
06/01/2023,10363.96,10604.14,10265.04,10569.29,5199.78
05/01/2023,10390.31,10393.22,10295.25,10305.24,4764.27
04/01/2023,10467.82,10515.22,10337.64,10458.76,5085.38
03/01/2023,10562.06,10613.06,10309.16,10386.98,4780.65
30/12/2022,10368.37,10468.31,10324.7,10466.48,3959.03
29/12/2022,10321.46,10502.08,10301.06,10478.09,4154.1
28/12/2022,10339.2,10414.82,10207.47,10213.29,3842.97
27/12/2022,10462.19,10472.32,10340.73,10353.23,3827.29
23/12/2022,10437.75,10514.76,10361.82,10497.86,3544.68
22/12/2022,10586.46,10599.34,10313.32,10476.12,5125.07
21/12/2022,10592,10753.57,10569.2,10709.37,4401.42
20/12/2022,10490.89,10609.46,10446.82,10547.11,4707.19
19/12/2022,10707.44,10713.97,10497.55,10546.03,4631.82
16/12/2022,10767.63,10833.24,10642.1,10705.41,7968.17
15/12/2022,11012.62,11029.57,10775.61,10810.53,5536.07
14/12/2022,11248.09,11352.09,11065.24,11170.89,5485.15
13/12/2022,11542.84,11571.64,11160.54,11256.81,6126.89
12/12/2022,11015.48,11144.67,10984.82,11143.74,4829.99
09/12/2022,11038.17,11138.7,10999.26,11004.62,4337.44
08/12/2022,11011.33,11119.16,10939.47,11082,4281.8
07/12/2022,10963.95,11039.81,10910.62,10958.55,4343.86
06/12/2022,11228.42,11241.42,10956.2,11014.89,4713.33
05/12/2022,11380.99,11425.51,11193.02,11239.94,4510.03
02/12/2022,11308.38,11492.32,11296.72,11461.5,4523.01
01/12/2022,11475.17,11546.77,11378.75,11482.45,5158.12
30/11/2022,10995.2,11468.47,10966.53,11468,6653.46
29/11/2022,11060.02,11086.02,10944.37,10983.78,4592.83
28/11/2022,11147.57,11217.75,11020.69,11049.5,4271.36
25/11/2022,11231,11261.57,11206.38,11226.36,2184.08
23/11/2022,11174.61,11310.82,11174.61,11285.32,4431.53
22/11/2022,11058.56,11179.87,10975.66,11174.41,4186.36
21/11/2022,11091.01,11128.78,10999.75,11024.51,3977.13
18/11/2022,11257.01,11259.44,11059.16,11146.06,4175.42
17/11/2022,11008.67,11198.84,11006.21,11144.96,4354.36
16/11/2022,11260.1,11286.1,11162.92,11183.66,4585.19
15/11/2022,11474.82,11492.62,11241.15,11358.41,5617.31
14/11/2022,11233.9,11350.12,11167.17,11196.22,5004.06
11/11/2022,11124.75,11352.43,11069.83,11323.33,5867.75
10/11/2022,10869.17,11119.12,10779.95,11114.15,6433
09/11/2022,10528.45,10564.97,10344.01,10353.17,4977.46
08/11/2022,10611.53,10745.64,10472.73,10616.2,5134.5
07/11/2022,10516.94,10587.96,10428.91,10564.52,4456.69
04/11/2022,10548.14,10553.63,10262.93,10475.25,5453.75
03/11/2022,10399.45,10486.01,10319.54,10342.94,5102.19
02/11/2022,10885.01,10993.24,10522.9,10524.8,5436.42
01/11/2022,11154.74,11156.35,10881.19,10890.85,4677.52
31/10/2022,11028.43,11047.94,10914.01,10988.15,4753.74
28/10/2022,10766.2,11117.04,10766.2,11102.45,4731.94
27/10/2022,10971.95,10998.73,10780.5,10792.67,4773.52
26/10/2022,10969.02,11205.84,10948.38,10970.99,5224.44
25/10/2022,10996.97,11210.38,10996.97,11199.12,5141.76
24/10/2022,10867.07,10983.52,10713.33,10952.61,4808.71
21/10/2022,10576.04,10875.72,10542.43,10859.72,4706.44
20/10/2022,10657.41,10837.3,10574.55,10614.84,4628.01
